layerset,loss,optimizer,epoch,seed,layer,correct
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,10,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,15,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,20,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.7727272727272727
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.803030303030303
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,adam,10,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,adam,10,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,adam,15,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,adam,15,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,adam,20,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,adam,20,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,adam,25,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,adam,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,rmsprop,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'relu']],mse,rmsprop,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,adam,10,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,adam,15,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,adam,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,adam,20,3782382748,4,0.803030303030303
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,adam,20,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,adam,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,adam,25,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,rmsprop,10,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,rmsprop,10,3782382748,4,0.5909090909090909
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,rmsprop,15,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,rmsprop,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,rmsprop,20,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,rmsprop,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,rmsprop,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'relu']; [250; 'linear']],mse,rmsprop,25,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,10,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,15,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,15,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,20,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,20,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,10,3782382748,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,10,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,15,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,15,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,20,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,20,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,10,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,10,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,15,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,15,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,20,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.6060606060606061
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.7727272727272727
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.6060606060606061
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,10,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,15,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,20,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,20,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.5909090909090909
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,10,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,10,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,15,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,15,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,20,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,3782382748,4,0.7727272727272727
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,15,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,20,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,20,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,25,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,25,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,10,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,15,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,15,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,20,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,20,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,25,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,25,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,10,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,10,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,15,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,15,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,20,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,20,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,25,3782382748,4,0.7727272727272727
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,15,3782382748,4,0.7727272727272727
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,20,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,10,3782382748,4,0.6060606060606061
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,10,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,15,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,15,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,20,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,25,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,10,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,15,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,15,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,20,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,20,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3782382748,4,0.7727272727272727
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,10,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,20,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,25,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,10,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,15,3782382748,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,15,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,20,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,20,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,10,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,15,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,20,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,25,3782382748,4,0.7727272727272727
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,10,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,10,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,15,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,20,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,20,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,10,3782382748,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,15,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,20,3782382748,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,25,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,10,3782382748,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,10,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,15,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,15,3782382748,4,0.7878787878787878
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,20,3782382748,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,20,3782382748,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,25,3782382748,4,0.7121212121212122
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,25,3782382748,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.696969696969697
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,10,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,15,3782382748,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,20,3782382748,4,0.7272727272727273
